factor_id,source_factor_id,name,description,scope,category_level_1,category_level_2,category_level_3,category_level_4,column_text,factor_value,numerator_unit,denominator_unit,original_uom,impact_category,characterisation_basis,geography,lifecycle_boundary,dataset_type,is_full_unit_process_lci,data_type,factor_status,lca_relevance,lca_use_status,requires_human_review,automated_assignment_allowed,is_placeholder,source_name,source_publisher,source_year,source_version,publication_date,source_file_updated,source_page_last_updated,valid_from,valid_to,license,license_decision,source_url,methodology_url,license_url,review_notes
UK-DESNZ-2026-26_903_3006_9_1,26_903_3006_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Supermini / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Petrol,0.06469,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3007_9_1,26_903_3007_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Supermini / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Unknown,0.06324,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3008_9_1,26_903_3008_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Supermini / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,0.02446,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3009_9_1,26_903_3009_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Supermini / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Battery Electric Vehicle,0.01563,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3010_4_1,26_903_3010_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Lower medium / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Diesel,0.03482,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3011_4_1,26_903_3011_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Lower medium / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Petrol,0.04582,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3012_4_1,26_903_3012_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Lower medium / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Unknown,0.04114,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3013_4_1,26_903_3013_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Lower medium / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,0.0242,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3014_4_1,26_903_3014_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Lower medium / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Battery Electric Vehicle,0.0102,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3010_9_1,26_903_3010_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Lower medium / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Diesel,0.05603,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3011_9_1,26_903_3011_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Lower medium / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Petrol,0.07375,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3012_9_1,26_903_3012_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Lower medium / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Unknown,0.0662,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3013_9_1,26_903_3013_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Lower medium / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,0.03894,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3014_9_1,26_903_3014_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Lower medium / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Battery Electric Vehicle,0.01642,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3015_4_1,26_903_3015_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Upper medium / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Diesel,0.03915,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3016_4_1,26_903_3016_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Upper medium / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Petrol,0.05301,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3017_4_1,26_903_3017_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Upper medium / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Unknown,0.04255,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3018_4_1,26_903_3018_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Upper medium / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,0.02629,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3019_4_1,26_903_3019_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Upper medium / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Battery Electric Vehicle,0.01044,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
